Epoch,Train Loss,Train Accuracy,Test Accuracy
1,-1.7383949919089754,0.9696012633241216,0.9990543735224586
2,-2.9891965002374503,0.9984208448480063,0.9990543735224586
3,-4.076842670533858,0.9986577181208054,0.9990543735224586
4,-5.053553150186556,0.9984208448480063,0.9990543735224586
5,-5.935482925275451,0.9989735491512041,0.9995271867612293
6,-6.731274212875057,0.9994472956968022,0.9995271867612293
7,-7.447947819022101,0.9992104224240032,0.9995271867612293
8,-8.090770489798672,0.9993683379392025,0.9995271867612293
9,-8.668854461420302,0.9992893801816028,0.9995271867612293
10,-9.190765017918151,0.9994472956968022,0.9995271867612293
11,-9.66654871046143,0.9992893801816028,0.9995271867612293
12,-10.090877512213838,0.9992104224240032,0.9995271867612293
13,-10.475088366391956,0.9993683379392025,0.9995271867612293
14,-10.818389673883436,0.9994472956968022,0.9995271867612293
15,-11.13185336641582,0.9995262534544019,0.9995271867612293
16,-11.410421212595816,0.9994472956968022,0.9995271867612293
17,-11.659097023175914,0.9995262534544019,0.9995271867612293
18,-11.885303112178558,0.9998420844848006,0.9995271867612293
19,-12.088286140319909,0.9996052112120016,0.9995271867612293
20,-12.270694956652882,0.9996052112120016,0.9995271867612293
21,-12.431258862867121,0.9993683379392025,0.9995271867612293
22,-12.576897983173584,0.9995262534544019,0.9995271867612293
23,-12.707674386277295,0.9996052112120016,0.9995271867612293
24,-12.822911119037498,0.9996841689696012,0.9995271867612293
25,-12.926111917574792,0.9997631267272009,0.9995271867612293
26,-13.025094477656422,0.9996841689696012,0.9995271867612293
27,-13.113606497204167,0.9996841689696012,0.9995271867612293
28,-13.194190014260492,0.9996841689696012,0.9995271867612293
29,-13.264684359602809,0.9997631267272009,0.9995271867612293
30,-13.31980754562484,0.9996841689696012,0.9995271867612293
31,-13.374513192700153,0.9996052112120016,0.9995271867612293
32,-13.424438716157642,0.9997631267272009,0.9995271867612293
33,-13.473055661934145,0.9996841689696012,0.9995271867612293
34,-13.516924875713459,0.9996841689696012,0.9995271867612293
35,-13.553739641496799,0.9996841689696012,0.9995271867612293
36,-13.591702833714054,0.9998420844848006,0.9995271867612293
37,-13.620970299589366,0.9996841689696012,0.9995271867612293
38,-13.64489524080214,0.9995262534544019,0.9995271867612293
39,-13.669022811221549,0.9996841689696012,0.9995271867612293
40,-13.695354477548806,0.9997631267272009,0.9995271867612293
41,-13.716839380062854,0.9996841689696012,0.9995271867612293
42,-13.733807039072614,0.9997631267272009,0.9995271867612293
43,-13.749579147806857,0.9998420844848006,0.9995271867612293
44,-13.759311733027479,0.9998420844848006,0.9995271867612293
45,-13.771436895403616,0.9997631267272009,0.9995271867612293
46,-13.784360611311682,0.9997631267272009,0.9995271867612293
47,-13.796741691861188,0.9997631267272009,0.9995271867612293
48,-13.80415678395615,0.9995262534544019,0.9995271867612293
49,-13.817945111221444,0.9996052112120016,0.9995271867612293
50,-13.83510528794871,0.9998420844848006,0.9995271867612293
51,-13.84807635127345,0.9998420844848006,0.9995271867612293
52,-13.852178163355253,0.9998420844848006,0.9995271867612293
53,-13.849361847791096,0.9996052112120016,0.9995271867612293
54,-13.8525385454903,0.9997631267272009,0.9995271867612293
55,-13.849790573506029,0.9996841689696012,0.9995271867612293
56,-13.847598836358904,0.9995262534544019,0.9995271867612293
57,-13.851267684306075,0.9997631267272009,0.9995271867612293
58,-13.852437965398337,0.9997631267272009,0.9995271867612293
59,-13.850603010100995,0.9996052112120016,0.9995271867612293
60,-13.850087999869277,0.9996841689696012,0.9995271867612293
61,-13.853333256021584,0.9998420844848006,0.9995271867612293
62,-13.849264403590562,0.9997631267272009,0.9995271867612293
63,-13.849765871534036,0.9996052112120016,0.9995271867612293
64,-13.851536916980525,0.9996841689696012,0.9995271867612293
65,-13.853069715851905,0.9996841689696012,0.9995271867612293
66,-13.853593263803054,0.9996841689696012,0.9995271867612293
67,-13.851861804208406,0.9996841689696012,0.9995271867612293
68,-13.85204433722784,0.9996841689696012,0.9995271867612293
69,-13.85276737279493,0.9997631267272009,0.9995271867612293
70,-13.85273538731418,0.9997631267272009,0.9995271867612293
71,-13.85174576657307,0.9997631267272009,0.9995271867612293
72,-13.848192930588645,0.9995262534544019,0.9995271867612293
73,-13.851836679474054,0.9996052112120016,0.9995271867612293
74,-13.850402979958071,0.9996841689696012,0.9995271867612293
75,-13.851041615183439,0.9995262534544019,0.9995271867612293
76,-13.85189633241436,0.9996841689696012,0.9995271867612293
77,-13.852849545160678,0.9997631267272009,0.9995271867612293
78,-13.85158673245776,0.9996841689696012,0.9995271867612293
79,-13.854301798583677,0.9997631267272009,0.9995271867612293
80,-13.854292574297803,0.9998420844848006,0.9995271867612293
81,-13.854024662700416,0.9998420844848006,0.9995271867612293
82,-13.854198990929893,0.9998420844848006,0.9995271867612293
83,-13.85166506661853,0.9996841689696012,0.9995271867612293
84,-13.853256097481838,0.9998420844848006,0.9995271867612293
85,-13.851811074589346,0.9996841689696012,0.9995271867612293
86,-13.85163008215114,0.9997631267272009,0.9995271867612293
87,-13.851023140110803,0.9995262534544019,0.9995271867612293
88,-13.853642192199397,0.9996841689696012,0.9995271867612293
89,-13.851390305141475,0.9997631267272009,0.9995271867612293
90,-13.853780991090789,0.9997631267272009,0.9995271867612293
91,-13.854175722820223,0.9997631267272009,0.9995271867612293
92,-13.848682767686945,0.9996052112120016,0.9995271867612293
93,-13.855055094875933,0.9997631267272009,0.9995271867612293
94,-13.852965088056285,0.9997631267272009,0.9995271867612293
95,-13.850089531005064,0.9996841689696012,0.9995271867612293
