Epoch,Train Loss,Train Accuracy,Test Accuracy
1,-1.353804470225758,0.8838944958018828,0.9507785032646912
2,-2.4730777413893996,0.977355610211178,0.9537920642893019
3,-3.4556349272891147,0.9843100670002545,0.9779005524861878
4,-4.335728858245378,0.9860062759731999,0.9869412355600201
5,-5.138842177622576,0.9870240013569672,0.9874434957307886
6,-5.864280278603243,0.9883809685353235,0.9914615770969362
7,-6.523482050079091,0.9888050207785599,0.9924660974384731
8,-7.112480282801201,0.9901619879569163,0.9924660974384731
9,-7.6492297100753905,0.9908404715460944,0.9929683576092416
10,-8.134312659148172,0.9913493342379781,0.9939728779507785
11,-8.570333442898988,0.991943007378509,0.99347061778001
12,-8.955470176464365,0.9920278178271563,0.9949773982923155
13,-9.298477539775753,0.9911797133406836,0.994475138121547
14,-9.622876076131222,0.9927911118649818,0.9939728779507785
15,-9.90257496385313,0.9926214909676873,0.994475138121547
16,-10.170034089107448,0.9932999745568654,0.9949773982923155
17,-10.396527305656127,0.9932999745568654,0.9949773982923155
18,-10.607331062377273,0.9933847850055126,0.9949773982923155
19,-10.792225259374131,0.9926214909676873,0.9954796584630838
20,-10.959360371452082,0.9937240268001017,0.9954796584630838
21,-11.113041869802498,0.993808837248749,0.9954796584630838
22,-11.251278664201141,0.9939784581460436,0.9954796584630838
23,-11.360102009481576,0.9928759223136291,0.9949773982923155
24,-11.471633426740812,0.9928759223136291,0.9954796584630838
25,-11.567856991506392,0.9935544059028072,0.9954796584630838
