Epoch,Train Loss,Train Accuracy,Test Accuracy
1,-1.8480825813154058,0.8165811290959337,0.5739952718676123
2,-3.2537589858448226,0.9362021318594552,0.7848699763593381
3,-4.845392384065078,0.950256612712199,0.9654846335697399
4,-6.263316811908859,0.9797078562968812,0.9768321513002364
5,-7.417084365443095,0.9831030398736675,0.9810874704491725
6,-8.445768301147178,0.9840505329648638,0.9825059101654846
7,-9.368865678680306,0.9842874062376629,0.983451536643026
8,-10.198205111335493,0.9843663639952626,0.984869976359338
9,-10.943559804872896,0.9842084484800632,0.984869976359338
10,-11.61377137054627,0.9841294907224635,0.984869976359338
11,-12.216475327387657,0.9840505329648638,0.9853427895981087
12,-12.758525051531281,0.9838926174496644,0.9853427895981087
13,-13.246106416638831,0.9838926174496644,0.9853427895981087
14,-13.68478129158084,0.9839715752072641,0.9862884160756501
15,-14.07950243344196,0.9839715752072641,0.9862884160756501
16,-14.434653945713706,0.9840505329648638,0.9862884160756501
17,-14.75467502724922,0.9839715752072641,0.9872340425531915
18,-15.043196101039001,0.9839715752072641,0.9872340425531915
19,-15.3012882339592,0.9838926174496644,0.9877068557919622
20,-15.535149648869128,0.9836557441768654,0.9877068557919622
21,-15.746619575535691,0.9836557441768654,0.9881796690307328
22,-15.937289717844056,0.9835767864192657,0.9881796690307328
23,-16.10906679244367,0.9835767864192657,0.9881796690307328
24,-16.263213651946444,0.9835767864192657,0.9881796690307328
25,-16.400597930754593,0.9835767864192657,0.9881796690307328
